754,99,10.101.28.110 
798,99,10.101.26.110 
393,99,10.153.53.110 
757,99,10.101.25.110 
780,99,10.200.44.110 
57,99,10.200.150.110 
66,99,10.101.213.110 
70,99,10.150.149.110 
758,99,10.200.36.110 
406,99,10.200.219.110 
168,99,10.153.108.110 
750,99,10.200.23.110 
1062,99,10.102.97.110 
401,99,10.150.134.110 
960,99,10.150.37.110 
909,99,10.150.54.110 
383,99,10.153.70.110 
16,99,10.153.105.110 
963,99,10.200.59.110 
958,99,10.200.58.110 
970,99,10.150.44.110 
990,99,10.150.60.110 
271,99,10.102.64.110 
917,99,10.200.79.110 
425,99,10.200.222.110 
950,99,10.101.62.110 
944,99,10.200.60.110 
925,99,10.150.50.110 
458,99,10.200.225.110 
424,99,10.200.221.110 
79,99,10.101.216.110 
494,99,10.200.168.110 
831,99,10.200.45.110 
454,99,10.102.7.110 
54,99,10.153.22.110 
755,99,10.101.10.110 
261,99,10.153.15.110 
421,99,10.101.225.110 
280,99,10.220.22.110 
287,99,10.153.4.110 
710,99,10.153.101.110 
411,99,10.200.156.110 
463,99,10.200.160.110 
392,99,10.153.81.110 
276,99,10.153.77.110 
490,99,10.102.51.110 
78,99,10.101.215.110 
255,99,10.101.220.110 
277,99,10.101.221.110 
68,99,10.150.148.110 
260,99,10.153.68.110 
398,99,10.153.88.110 
744,99,10.200.34.110 
756,99,10.101.20.110 
30,99,10.153.96.110 
49,99,10.150.125.110 
296,99,10.153.29.110 
456,99,10.150.194.110 
426,99,10.150.136.110 
427,99,10.101.226.110 
291,99,10.153.38.110 
233,99,10.153.112.110 
748,99,10.200.22.110 
270,99,10.153.103.110 
715,99,10.150.1.110 
911,99,10.200.76.110 
835,99,10.101.29.110 
737,99,10.200.6.110 
834,99,10.200.47.110 
129,99,10.153.91.110 
266,99,10.150.180.110 
450,99,10.150.140.110 
396,99,10.153.44.110 
473,99,10.200.165.110 
275,99,10.200.209.110 
711,99,10.153.120.110 
499,99,10.201.207.110 
28,99,10.153.111.110 
484,99,10.153.56.110 
346,99,10.153.86.110 
797,99,10.101.38.110 
285,99,10.153.72.110 
290,99,10.153.25.110 
295,99,10.153.136.110 
267,99,10.153.43.110 
234,99,10.153.95.110 
402,99,10.200.155.110 
796,99,10.101.15.110 
709,99,10.200.16.110 
272,99,10.153.107.110 
472,99,10.200.164.110 
293,99,10.153.36.110 
387,99,10.153.64.110 
341,99,10.153.76.110 
273,99,10.102.67.110 
318,99,10.101.248.110 
867,99,10.220.2.110 
877,99,10.150.66.110 
966,99,10.200.92.110 
434,99,10.102.4.110 
886,99,10.101.148.110 
299,99,10.153.27.110 
853,99,10.101.147.110 
749,99,10.101.11.110 
854,99,10.200.90.110 
865,99,10.200.89.110 
461,99,10.101.229.110 
866,99,10.101.149.110 
385,99,10.153.74.110 
868,99,10.101.145.110 
892,99,10.200.87.110 
42,99,10.150.123.110 
258,99,10.153.24.110 
471,99,10.200.163.110 
751,99,10.150.35.110 
747,99,10.200.26.110 
204,99,10.153.114.110 
187,99,10.153.100.110 
840,99,10.150.142.110 
333,99,10.150.184.110 
934,99,10.101.153.110 
340,99,10.102.43.110 
312,99,10.220.33.110 
719,99,10.101.2.110 
339,99,10.200.215.110 
382,99,10.150.10.110 
855,99,10.150.71.110 
324,99,10.200.212.110 
771,99,10.200.30.110 
184,99,10.150.2.110 
343,99,10.153.133.110 
491,99,10.200.229.110 
422,99,10.150.191.110 
336,99,10.153.117.110 
185,99,10.153.97.110 
304,99,10.200.210.110 
319,99,10.102.39.110 
332,99,10.153.18.110 
462,99,10.101.230.110 
959,99,10.150.42.110 
278,99,10.101.247.110 
838,99,10.101.33.110 
417,99,10.200.220.110 
43,99,10.101.212.110 
481,99,10.102.11.110 
67,99,10.101.236.110 
479,99,10.102.50.110 
259,99,10.153.42.110 
105,99,10.150.155.110 
466,99,10.150.141.110 
203,99,10.153.94.110 
38,99,10.200.148.110 
459,99,10.102.8.110 
128,99,10.150.159.110 
480,99,10.220.26.110 
71,99,10.101.214.110 
451,99,10.200.223.110 
745,99,10.200.21.110 
74,99,10.101.238.110 
447,99,10.102.40.110 
400,99,10.220.39.110 
415,99,10.102.45.110 
405,99,10.150.135.110 
469,99,10.200.162.110 
440,99,10.102.5.110 
455,99,10.102.60.110 
52,99,10.101.235.110 
51,99,10.220.31.110 
475,99,10.102.10.110 
492,99,10.102.13.110 
62,99,10.102.53.110 
457,99,10.102.49.110 
73,99,10.102.42.110 
50,99,10.200.10.110 
26,99,10.150.121.110 
468,99,10.220.25.110 
445,99,10.150.193.110 
766,99,10.200.33.110 
329,99,10.200.3.110 
485,99,10.200.227.110 
391,99,10.153.143.110 
39,99,10.200.149.110 
37,99,10.153.102.110 
265,99,10.153.5.110 
441,99,10.102.6.110 
968,99,10.101.163.110 
717,99,10.200.4.110 
53,99,10.102.41.110 
188,99,10.153.35.110 
452,99,10.200.159.110 
237,99,10.153.138.110 
410,99,10.101.223.110 
476,99,10.200.226.110 
496,99,10.101.231.110 
325,99,10.200.153.110 
311,99,10.200.42.110 
467,99,10.200.161.110 
3,99,10.102.35.110 
327,99,10.101.250.110 
961,99,10.101.232.110 
337,99,10.153.21.110 
724,99,10.200.18.110 
15,99,10.102.52.110 
310,99,10.200.211.110 
729,99,10.101.3.110 
408,99,10.102.2.110 
160,99,10.153.104.110 
908,99,10.101.140.110 
772,99,10.200.38.110 
82,99,10.101.239.110 
84,99,10.150.127.110 
313,99,10.150.133.110 
308,99,10.150.182.110 
712,99,10.200.8.110 
302,99,10.102.37.110 
92,99,10.102.47.110 
837,99,10.150.23.110 
175,99,10.153.50.110 
172,99,10.153.54.110 
94,99,10.150.152.110 
91,99,10.150.242.110 
787,99,10.150.14.110 
177,99,10.153.20.110 
95,99,10.150.243.110 
718,99,10.153.146.110 
713,99,10.153.141.110 
170,99,10.150.170.110 
732,99,10.200.11.110 
785,99,10.150.6.110 
716,99,10.153.135.110 
179,99,10.153.6.110 
99,99,10.200.191.110 
714,99,10.150.18.110 
88,99,10.200.151.110 
81,99,10.150.150.110 
171,99,10.153.41.110 
90,99,10.150.151.110 
89,99,10.200.152.110 
794,99,10.200.50.110 
107,99,10.201.209.110 
121,99,10.150.157.110 
122,99,10.150.158.110 
165,99,10.102.61.110 
774,99,10.200.29.110 
124,99,10.153.55.110 
125,99,10.200.192.110 
378,99,10.153.79.110 
357,99,10.201.205.110 
109,99,10.101.23.110 
362,99,10.220.36.110 
162,99,10.101.240.110 
102,99,10.150.154.110 
356,99,10.101.251.110 
978,99,10.150.36.110 
350,99,10.220.35.110 
363,99,10.201.206.110 
379,99,10.153.75.110 
164,99,10.153.149.110 
123,99,10.201.210.110 
169,99,10.153.89.110 
375,99,10.150.189.110 
114,99,10.102.62.110 
368,99,10.102.44.110 
376,99,10.200.218.110 
372,99,10.201.203.110 
941,99,10.150.233.110 
373,99,10.150.188.110 
371,99,10.200.217.110 
116,99,10.220.32.110 
367,99,10.101.253.110 
377,99,10.153.78.110 
141,99,10.153.45.110 
942,99,10.150.234.110 
947,99,10.150.41.110 
977,99,10.150.34.110 
136,99,10.150.162.110 
140,99,10.150.164.110 
731,99,10.200.17.110 
159,99,10.153.17.110 
191,99,10.200.197.110 
158,99,10.153.3.110 
734,99,10.200.28.110 
200,99,10.102.55.110 
156,99,10.150.168.110 
201,99,10.101.243.110 
767,99,10.101.32.110 
381,99,10.153.122.110 
154,99,10.102.54.110 
181,99,10.153.30.110 
789,99,10.101.19.110 
132,99,10.150.160.110 
848,99,10.200.99.110 
180,99,10.102.63.110 
186,99,10.153.134.110 
193,99,10.200.198.110 
134,99,10.150.161.110 
992,99,10.101.42.110 
197,99,10.150.171.110 
222,99,10.101.176.110 
217,99,10.150.131.110 
225,99,10.200.202.110 
702,99,10.101.4.110 
205,99,10.153.58.110 
722,99,10.150.9.110 
211,99,10.101.24.110 
209,99,10.153.62.110 
220,99,10.102.66.110 
765,99,10.200.27.110 
933,99,10.220.6.110 
227,99,10.201.211.110 
214,99,10.150.129.110 
210,99,10.101.244.110 
725,99,10.150.232.110 
773,99,10.200.41.110 
229,99,10.102.56.110 
228,99,10.150.175.110 
768,99,10.150.15.110 
243,99,10.101.246.110 
249,99,10.150.179.110 
219,99,10.200.201.110 
232,99,10.150.246.110 
208,99,10.153.82.110 
779,99,10.150.13.110 
247,99,10.150.178.110 
235,99,10.201.212.110 
248,99,10.200.205.110 
230,99,10.102.57.110 
1188,99,10.220.79.110 
241,99,10.201.213.110 
792,99,10.150.38.110 
253,99,10.153.39.110 
250,99,10.200.206.110 
198,99,10.200.13.110 
943,99,10.101.180.110 
418,99,10.220.40.110 
1011,99,10.102.84.110 
1030,99,10.200.104.110 
1055,99,10.150.19.110 
1084,99,10.151.1.110 
